1 264 T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)	0.577124869	2.381951731	0.167727541	48.12771503	0.00801	0.497302	190.6	4.604
303.15	39.44	1.315	7.06E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
303.15	69.73	1.419	5.30E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
303.15	76.6	1.433	5.08E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
303.15	125.61	1.503	3.90E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
303.15	140.41	1.517	3.60E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
303.15	173.5	1.539	3.20E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	5.11	0.412	4.53E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	5.13	0.418	4.38E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	5.56	0.524	3.48E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	5.96	0.623	2.84E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	6.2	0.670	2.58E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	6.58	0.728	2.34E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	6.61	0.732	2.31E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	7.74	0.834	1.88E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	7.76	0.836	1.89E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	10.09	0.940	1.59E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	14.85	1.045	1.28E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	14.85	1.045	1.31E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	22.31	1.126	1.07E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	24.06	1.142	1.05E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	40.93	1.258	8.14E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	41.15	1.259	8.10E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	70.22	1.369	6.29E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	70.37	1.371	6.22E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	70.35	1.371	5.98E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	119	1.460	4.74E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	119.6	1.461	4.58E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	150.52	1.494	4.00E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	151.46	1.495	4.01E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
323.15	188.38	1.521	3.55E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	6.5	0.408	4.87E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	7.53	0.522	3.69E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	8.04	0.576	3.33E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	8.56	0.626	3.06E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	10	0.733	2.46E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	12.24	0.837	2.03E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	16.02	0.941	1.66E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	22	1.045	1.37E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	30.89	1.118	1.15E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	34.05	1.142	1.12E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	53.61	1.251	8.87E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
348.15	83.74	1.351	7.07E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 							
1501 32 T(K)	P(MPa)	density(g/cm3)	D(cm2/s)	0.509032084	0.598903568	0.002214912	3.234649123	1.517	1.73	556.35	4.56
293.2	0.1	1.594	1.18E-05	Dullien, FAL, 1972
298.2	0.1	1.584	1.32E-05	Dullien, FAL, 1972
313.2	0.1	1.555	1.82E-05	Dullien, FAL, 1972
323.2	0.1	1.536	2.00E-05	Dullien, FAL, 1972
333.2	0.1	1.517	2.44E-05	Dullien, FAL, 1972
283.2	0.101	1.613	9.84E-06	1972 mcc woo 0
283.2	15.6	1.634	8.49E-06	1972 mcc woo 0
283.2	37.6	1.664	6.91E-06	1972 mcc woo 0
283.2	53.1	1.683	5.92E-06	1972 mcc woo 0
283.2	76.9	1.707	5.19E-06	1972 mcc woo 0
298.2	0.101	1.584	1.30E-05	1972 mcc woo 0
298.2	18.2	1.613	1.08E-05	1972 mcc woo 0
298.2	41.3	1.645	8.70E-06	1972 mcc woo 0
298.2	64.8	1.672	7.48E-06	1972 mcc woo 0
298.2	65.9	1.673	7.31E-06	1972 mcc woo 0
298.2	83.4	1.692	6.32E-06	1972 mcc woo 0
298.2	102.3	1.711	5.93E-06	1972 mcc woo 0
298.2	121.6	1.73	5.13E-06	1972 mcc woo 0
313.2	0.101	1.556	1.70E-05	1972 mcc woo 0
313.2	28.5	1.599	1.31E-05	1972 mcc woo 0
313.2	68	1.656	9.06E-06	1972 mcc woo 0
313.2	96.3	1.683	7.65E-06	1972 mcc woo 0
313.2	127.7	1.712	6.26E-06	1972 mcc woo 0
313.2	146.9	1.725	5.91E-06	1972 mcc woo 0
328.2	0.101	1.526	2.08E-05	1972 mcc woo 0
328.2	30.4	1.58	1.63E-05	1972 mcc woo 0
328.2	50.3	1.609	1.39E-05	1972 mcc woo 0
328.2	66.5	1.629	1.19E-05	1972 mcc woo 0
328.2	90.3	1.658	1.00E-05	1972 mcc woo 0
328.2	121.6	1.687	8.42E-06	1972 mcc woo 0
328.2	145	1.706	7.81E-06	1972 mcc woo 0
328.2	147.5	1.708	7.42E-06	1972 mcc woo 0
1615 21 T(K)	P(MPa)	density(g/cm3)	D(cm2/s)	0.474900505	0.822714959	2.07641196	20.7641196	1.267	1.646	299.01	4.816
147	10	1.619	9.30E-06	1984 pri lan 0
161	10	1.572	1.50E-05	1984 pri lan 0
182	10	1.501	2.40E-05	1984 pri lan 0
205	10	1.420	4.90E-05	1984 pri lan 0
246	10	1.254	7.40E-05	1984 pri lan 0
142	50	1.680	7.20E-06	1984 pri lan 0
147	50	1.666	8.10E-06	1984 pri lan 0
159	50	1.632	1.10E-05	1984 pri lan 0
161	50	1.626	1.10E-05	1984 pri lan 0
168	50	1.606	1.50E-05	1984 pri lan 0
182	50	1.566	2.10E-05	1984 pri lan 0
195	50	1.530	2.70E-05	1984 pri lan 0
205	50	1.501	3.70E-05	1984 pri lan 0
246	50	1.386	6.10E-05	1984 pri lan 0
160	100	1.681	7.80E-06	1984 pri lan 0
161	100	1.678	8.60E-06	1984 pri lan 0
168	100	1.661	1.10E-05	1984 pri lan 0
205	100	1.571	2.10E-05	1984 pri lan 0
224	100	1.527	2.80E-05	1984 pri lan 0
243	100	1.483	3.50E-05	1984 pri lan 0
246	100	1.476	4.90E-05	1984 pri lan 0
1616 54 T(K)	PMPa	density(g/cm3)	D(cm2/s)	1.068744231	1.530262406	0.643015426	11.70050898	0.1135	1.3398	227.51	3.745
243.15	40.59412781	1.34E+00	4.87E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
243.15	28.10362694	1.27E+00	6.33E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
243.15	14.13471503	1.12E+00	8.73E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
243.15	10.47322971	1.04E+00	9.69E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
243.15	7.226252159	8.86E-01	1.28E-04	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
243.15	4.474710091	3.37E-01	4.19E-04	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
243.15	3.231186775	2.06E-01	8.78E-04	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
243.15	2.408092771	1.36E-01	1.33E-03	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
253.15	40.05724155	1.30E+00	4.94E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
253.15	28.03651616	1.22E+00	6.62E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
253.15	19.37330373	1.13E+00	8.18E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
253.15	13.79916112	1.04E+00	9.37E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
253.15	5.68270417	4.69E-01	3.61E-04	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
253.15	4.58919319	3.16E-01	5.81E-04	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
253.15	2.925240563	1.60E-01	1.15E-03	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
263.15	39.99013077	1.27E+00	5.14E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
263.15	28.6405132	1.1855	7.19E-05	Khoury, F. and Kobayashi, R. (1971) Data by NMR and representations of self-di¤usion coe¦cients in Carbon tetraßuoride and determination of intermolecular force constants. J. Chem. Phys. 55, 2439.							
